name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
etaPositive[114],0.0074,0.00068,0.0021,0.0042,0.0073,0.011,9.6,2.2e-05,1.1
etaPositive[115],0.03,0.0023,0.0078,0.019,0.029,0.044,12.0,2.7e-05,1.2
etaPositive[116],0.015,0.00047,0.0022,0.011,0.015,0.018,22.0,5.1e-05,1.2
etaPositive[117],0.002,0.00042,0.00076,0.00052,0.0021,0.0031,3.3,7.6e-06,1.6
etaPositive[118],0.0055,0.00049,0.0012,0.004,0.0053,0.0077,6.4,1.5e-05,1.3
etaPositive[119],0.0096,0.0029,0.0075,0.0017,0.0079,0.024,6.8,1.6e-05,1.2
etaPositive[120],0.0053,4.3e-05,0.00077,0.004,0.0053,0.0065,318.0,0.00073,1.0
etaPositive[121],0.0068,0.00058,0.0027,0.003,0.0065,0.012,22.0,5.1e-05,1.2
etaPositive[122],0.0089,0.00016,0.0018,0.0062,0.0088,0.012,120.0,0.00028,1.0
etaPositive[123],0.012,0.002,0.0031,0.0061,0.013,0.016,2.4,5.6e-06,2.3
etaPositive[124],0.013,0.0013,0.0024,0.0097,0.014,0.017,3.7,8.6e-06,1.4
etaPositive[125],0.019,0.0065,0.01,0.0026,0.021,0.033,2.6,5.9e-06,2.0
etaPositive[126],0.011,0.01,0.015,0.0014,0.0029,0.041,2.1,4.9e-06,3.8
etaPositive[127],0.046,0.007,0.013,0.016,0.049,0.063,3.5,8e-06,2.1
etaPositive[128],0.012,0.00063,0.002,0.0087,0.012,0.015,9.6,2.2e-05,1.2
etaPositive[129],0.019,0.00039,0.0036,0.013,0.018,0.025,84.0,0.00019,1.1
etaPositive[130],0.0039,0.0003,0.0016,0.0011,0.0041,0.0064,29.0,6.6e-05,1.1
etaPositive[131],0.012,0.00013,0.0029,0.0073,0.012,0.017,469.0,0.0011,1.0
etaPositive[132],0.023,0.0022,0.0056,0.011,0.023,0.031,6.4,1.5e-05,1.3
etaPositive[133],0.017,0.00042,0.0042,0.01,0.017,0.024,100.0,0.00023,1.0
etaPositive[134],0.022,0.0023,0.0066,0.011,0.021,0.033,8.0,1.8e-05,1.2
etaPositive[135],0.023,0.002,0.0055,0.015,0.023,0.033,7.4,1.7e-05,1.2
etaPositive[136],0.029,0.00092,0.0065,0.018,0.029,0.04,50.0,0.00012,1.0
etaPositive[137],0.019,0.00061,0.0036,0.014,0.019,0.025,34.0,7.9e-05,1.1
etaPositive[138],0.018,0.0032,0.0081,0.0042,0.016,0.033,6.5,1.5e-05,1.2
etaPositive[139],0.0041,0.00073,0.0014,0.0023,0.0038,0.0067,3.6,8.2e-06,1.5
etaPositive[140],0.018,0.0015,0.0036,0.012,0.018,0.024,5.9,1.4e-05,1.2
etaPositive[141],0.011,0.00025,0.0022,0.0081,0.011,0.015,75.0,0.00017,1.0
etaPositive[142],0.013,0.00051,0.0032,0.0083,0.013,0.019,38.0,8.7e-05,1.0
etaPositive[143],0.033,0.0029,0.0089,0.016,0.034,0.048,9.7,2.2e-05,1.2
etaPositive[144],0.0092,0.00041,0.00097,0.0077,0.0091,0.011,5.7,1.3e-05,1.2
etaPositive[145],0.013,0.00043,0.0051,0.0063,0.013,0.023,142.0,0.00033,1.0
etaPositive[146],0.011,0.00027,0.0011,0.0097,0.011,0.013,16.0,3.7e-05,1.1
etaPositive[147],0.026,0.0014,0.008,0.014,0.025,0.04,31.0,7.2e-05,1.1
etaPositive[148],0.037,0.0048,0.0086,0.023,0.037,0.05,3.2,7.4e-06,1.6
etaPositive[149],0.0052,0.00041,0.0025,0.0018,0.0049,0.01,37.0,8.5e-05,1.1
etaPositive[150],0.0035,0.00061,0.0021,0.001,0.003,0.0075,12.0,2.7e-05,1.1
etaPositive[151],0.016,0.005,0.0076,0.0021,0.019,0.025,2.3,5.3e-06,2.8
etaPositive[152],0.015,0.00066,0.0018,0.012,0.015,0.018,7.7,1.8e-05,1.2
etaPositive[153],0.027,0.0015,0.0041,0.02,0.027,0.034,7.8,1.8e-05,1.2
etaPositive[154],0.0094,0.0021,0.0051,0.0033,0.0084,0.019,6.2,1.4e-05,1.2
etaPositive[155],0.016,0.0002,0.0026,0.012,0.015,0.02,165.0,0.00038,1.0
etaPositive[156],0.009,0.0007,0.0019,0.0065,0.0088,0.013,7.0,1.6e-05,1.2
etaPositive[157],0.008,0.00031,0.0012,0.0059,0.0081,0.01,15.0,3.5e-05,1.1
etaPositive[158],0.0079,0.00038,0.0024,0.0042,0.0077,0.012,41.0,9.5e-05,1.1
etaPositive[159],0.0084,0.00039,0.0017,0.0056,0.0085,0.011,18.0,4.2e-05,1.1
