name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
etaNegative_samp[15],-0.19,0.039,0.17,-0.47,-0.19,0.074,18.0,5.1e-05,1.1
etaNegative_samp[16],-0.26,0.15,0.61,-0.73,-0.44,1.4,16.0,4.6e-05,1.1
etaNegative_samp[17],0.059,0.055,0.15,-0.2,0.065,0.29,7.6,2.2e-05,1.2
etaNegative_samp[18],0.12,0.079,0.91,-0.89,-0.37,1.6,132.0,0.00037,1.0
etaNegative_samp[19],2.2,0.15,0.89,-0.076,2.4,3.3,37.0,0.00011,1.1
etaNegative_samp[20],0.1,0.046,0.2,-0.23,0.1,0.44,20.0,5.5e-05,1.1
etaNegative_samp[21],-0.78,0.0069,0.19,-1.1,-0.77,-0.47,763.0,0.0022,1.0
etaNegative_samp[22],-0.56,0.016,0.15,-0.8,-0.56,-0.33,79.0,0.00022,1.0
etaNegative_samp[23],-0.67,0.0072,0.15,-0.92,-0.67,-0.44,417.0,0.0012,1.0
etaNegative_samp[24],-0.21,0.023,0.17,-0.49,-0.22,0.077,57.0,0.00016,1.0
etaNegative_samp[25],0.038,0.01,0.33,-0.5,0.034,0.6,1082.0,0.0031,1.0
etaNegative_samp[26],-0.47,0.0073,0.18,-0.75,-0.47,-0.17,588.0,0.0017,1.0
etaNegative_samp[27],-0.38,0.011,0.39,-1.0,-0.39,0.31,1356.0,0.0038,1.0
etaNegative_samp[28],-1.0,0.0073,0.17,-1.3,-1.0,-0.74,548.0,0.0016,1.0
etaNegative_samp[29],-0.35,0.0067,0.2,-0.67,-0.35,-0.011,881.0,0.0025,1.0
etaNegative_samp[30],2.8,0.08,0.52,2.0,2.7,3.7,43.0,0.00012,1.0
etaNegative_samp[31],1.7,0.072,0.49,0.92,1.7,2.5,46.0,0.00013,1.0
etaNegative_samp[32],1.6,0.019,0.7,0.29,1.6,2.7,1319.0,0.0037,1.0
etaNegative_samp[33],0.55,0.011,0.37,0.034,0.49,1.2,1241.0,0.0035,1.0
etaNegative_samp[34],0.49,0.023,0.68,-0.36,0.38,1.9,844.0,0.0024,1.0
etaNegative_samp[35],2.1,0.096,0.42,1.4,2.1,2.8,19.0,5.3e-05,1.1
etaNegative_samp[36],0.16,0.093,0.95,-0.77,-0.15,2.3,104.0,0.0003,1.1
etaNegative_samp[37],-0.43,0.013,0.16,-0.69,-0.43,-0.16,148.0,0.00042,1.0
etaNegative_samp[38],-0.23,0.015,0.2,-0.56,-0.22,0.086,186.0,0.00053,1.0
etaNegative_samp[39],-0.64,0.0072,0.19,-0.95,-0.64,-0.33,682.0,0.0019,1.0
etaNegative_samp[40],0.45,0.064,0.18,0.14,0.46,0.73,7.9,2.2e-05,1.2
etaNegative_samp[41],1.3,0.071,0.42,0.68,1.3,2.0,35.0,9.9e-05,1.0
etaNegative_samp[42],-0.54,0.0072,0.18,-0.83,-0.54,-0.25,616.0,0.0017,1.0
etaNegative_samp[43],-0.4,0.012,0.18,-0.71,-0.41,-0.11,248.0,0.0007,1.0
etaNegative_samp[44],-0.9,0.0065,0.15,-1.2,-0.9,-0.67,528.0,0.0015,1.0
etaNegative_samp[45],-0.2,0.0096,0.28,-0.63,-0.22,0.3,846.0,0.0024,1.0
etaNegative_samp[46],-0.16,0.026,0.16,-0.43,-0.16,0.095,37.0,0.0001,1.0
etaNegative_samp[47],-0.67,0.0079,0.19,-0.99,-0.66,-0.37,547.0,0.0015,1.0
etaNegative_samp[48],-0.29,0.0082,0.23,-0.68,-0.28,0.069,756.0,0.0021,1.0
etaNegative_samp[49],-0.29,0.026,0.18,-0.57,-0.29,0.012,47.0,0.00013,1.0
etaNegative_samp[50],-0.6,0.0067,0.16,-0.87,-0.6,-0.34,572.0,0.0016,1.0
etaNegative_samp[51],-0.74,0.0072,0.17,-1.0,-0.74,-0.47,523.0,0.0015,1.0
etaNegative_samp[52],-0.24,0.4,0.59,-1.4,0.00086,0.38,2.2,6.1e-06,3.5
etaNegative_samp[53],-0.58,0.38,0.57,-1.2,-0.81,0.51,2.2,6.2e-06,3.3
etaNegative_samp[54],-0.94,0.0071,0.2,-1.3,-0.94,-0.62,760.0,0.0022,1.0
etaNegative_samp[55],-0.29,0.022,0.15,-0.55,-0.29,-0.031,47.0,0.00013,1.0
etaNegative_samp[56],-1.1,0.0072,0.2,-1.5,-1.2,-0.81,750.0,0.0021,1.0
etaNegative_samp[57],-0.48,0.019,0.15,-0.73,-0.47,-0.24,61.0,0.00017,1.0
etaNegative_samp[58],-0.16,0.032,0.21,-0.5,-0.17,0.19,45.0,0.00013,1.0
etaNegative_samp[59],-0.1,0.048,0.15,-0.36,-0.092,0.12,9.8,2.8e-05,1.1
etaNegative_samp[60],-0.55,0.0071,0.16,-0.8,-0.55,-0.28,500.0,0.0014,1.0
etaNegative_samp[61],-0.42,0.0083,0.14,-0.66,-0.42,-0.19,295.0,0.00084,1.0
etaNegative_samp[62],2.3,0.13,0.35,1.8,2.3,2.9,7.3,2.1e-05,1.2
etaNegative_samp[63],-0.6,0.0061,0.16,-0.86,-0.6,-0.35,684.0,0.0019,1.0
etaNegative_samp[64],0.39,0.042,0.25,9.8e-05,0.38,0.81,37.0,0.0001,1.0
etaNegative_samp[65],-0.63,0.028,0.14,-0.87,-0.63,-0.41,24.0,6.9e-05,1.1
etaNegative_samp[66],-0.81,0.0066,0.15,-1.1,-0.8,-0.57,537.0,0.0015,1.0
etaNegative_samp[67],0.18,0.057,0.19,-0.15,0.19,0.46,11.0,3e-05,1.1
etaNegative_samp[68],1.4,0.044,0.43,0.77,1.4,2.1,93.0,0.00026,1.0
etaNegative_samp[69],-0.073,0.011,0.35,-0.55,-0.13,0.59,952.0,0.0027,1.0
etaNegative_samp[70],0.48,0.011,0.45,-0.12,0.39,1.4,1577.0,0.0045,1.0
etaNegative_samp[71],-0.15,0.0093,0.21,-0.48,-0.17,0.22,525.0,0.0015,1.0
etaNegative_samp[72],2.4,0.12,0.4,1.7,2.3,3.0,11.0,3.1e-05,1.1
etaNegative_samp[73],0.5,0.014,0.44,-0.088,0.42,1.3,1011.0,0.0029,1.0
etaNegative_samp[74],-0.74,0.0078,0.24,-1.1,-0.75,-0.34,916.0,0.0026,1.0
etaNegative_samp[75],-0.17,0.014,0.2,-0.49,-0.18,0.18,201.0,0.00057,1.0
etaNegative_samp[76],0.69,0.075,0.2,0.35,0.69,1.0,7.3,2.1e-05,1.2
etaNegative_samp[77],-0.37,0.011,0.17,-0.66,-0.38,-0.09,231.0,0.00065,1.0
etaNegative_samp[78],0.036,0.021,0.21,-0.3,0.035,0.38,93.0,0.00026,1.0
etaNegative_samp[79],-0.059,0.031,0.2,-0.38,-0.065,0.28,44.0,0.00013,1.0
etaNegative_samp[80],0.061,0.017,0.43,-0.55,0.0031,0.87,635.0,0.0018,1.0
etaNegative_samp[81],0.64,0.051,0.23,0.27,0.64,1.0,21.0,6e-05,1.1
etaNegative_samp[82],-0.74,0.0067,0.18,-1.0,-0.75,-0.45,706.0,0.002,1.0
etaNegative_samp[83],-0.35,0.0081,0.24,-0.72,-0.36,0.067,903.0,0.0026,1.0
etaNegative_samp[84],-0.72,0.019,0.14,-0.96,-0.72,-0.49,60.0,0.00017,1.0
etaNegative_samp[85],-0.7,0.42,0.61,-1.3,-0.96,0.43,2.1,6.1e-06,3.9
etaNegative_samp[86],1.2,0.072,0.35,0.61,1.2,1.8,23.0,6.6e-05,1.1
etaNegative_samp[87],-1.9,0.0099,0.46,-2.7,-1.8,-1.2,2128.0,0.006,1.0
etaNegative_samp[88],-0.46,0.018,0.22,-0.82,-0.47,-0.11,151.0,0.00043,1.0
etaNegative_samp[89],-0.76,0.0068,0.16,-1.0,-0.76,-0.5,560.0,0.0016,1.0
etaNegative_samp[90],-0.023,1.1,1.5,-1.1,-0.81,2.9,2.1,5.8e-06,6.0
etaNegative_samp[91],1.1,0.71,1.0,-0.71,1.5,2.2,2.1,6e-06,3.9
etaNegative_samp[92],-0.9,0.0062,0.18,-1.2,-0.9,-0.61,829.0,0.0023,1.0
etaNegative_samp[93],-0.98,0.0073,0.23,-1.3,-0.99,-0.58,976.0,0.0028,1.0
etaNegative_samp[94],-0.47,0.017,0.42,-0.92,-0.55,0.43,600.0,0.0017,1.0
etaNegative_samp[95],0.41,0.028,0.32,-0.13,0.44,0.87,137.0,0.00039,1.0
etaNegative_samp[96],-0.001,0.033,0.2,-0.32,0.0049,0.32,37.0,0.0001,1.0
etaNegative_samp[97],0.39,0.013,0.33,-0.1,0.36,0.96,680.0,0.0019,1.0
etaNegative_samp[98],-0.93,0.0067,0.14,-1.2,-0.93,-0.7,432.0,0.0012,1.0
etaNegative_samp[99],3.3,0.1,0.53,2.5,3.3,4.2,28.0,8e-05,1.0
etaNegative_samp[100],-0.79,0.0077,0.2,-1.1,-0.79,-0.45,688.0,0.0019,1.0
etaNegative_samp[101],-1.1,0.0089,0.26,-1.5,-1.1,-0.6,839.0,0.0024,1.0
etaNegative_samp[102],1.1,0.086,0.27,0.67,1.1,1.6,9.8,2.8e-05,1.1
etaNegative_samp[103],-0.38,0.025,0.18,-0.67,-0.39,-0.092,49.0,0.00014,1.0
etaNegative_samp[104],-0.59,0.0068,0.23,-0.99,-0.58,-0.23,1158.0,0.0033,1.0
etaNegative_samp[105],0.5,0.063,0.29,0.058,0.49,1.0,21.0,5.9e-05,1.1
etaNegative_samp[106],-0.037,0.023,0.29,-0.52,-0.032,0.42,165.0,0.00047,1.0
p1_samp[1],0.2,0.014,0.7,-1.1,0.29,1.2,2552.0,0.0072,1.0
p1_samp[2],-1.5,0.011,0.71,-2.7,-1.5,-0.42,4032.0,0.011,1.0
p1_samp[3],0.21,0.27,0.6,-0.89,0.27,1.0,4.9,1.4e-05,1.3
p1_samp[4],-3.4,0.011,0.63,-4.5,-3.4,-2.4,3164.0,0.009,1.0
p1_samp[5],-1.8,0.0089,0.57,-2.7,-1.7,-0.87,4086.0,0.012,1.0
p1_samp[6],0.72,0.0056,0.19,0.44,0.7,1.1,1164.0,0.0033,1.0
p1_samp[7],-0.89,0.012,0.6,-2.0,-0.84,-0.024,2384.0,0.0067,1.0
p1_samp[8],-0.57,0.011,0.54,-1.6,-0.5,0.17,2569.0,0.0073,1.0
p1_samp[9],-0.87,0.014,0.76,-2.2,-0.81,0.3,2954.0,0.0084,1.0
p1_samp[10],0.53,0.005,0.14,0.32,0.53,0.76,731.0,0.0021,1.0
p1_samp[11],0.51,0.047,0.24,0.15,0.48,0.93,27.0,7.6e-05,1.1
p1_samp[12],0.56,0.008,0.22,0.18,0.56,0.91,779.0,0.0022,1.0
p1_samp[13],0.65,0.0078,0.33,0.24,0.59,1.3,1757.0,0.005,1.0
p1_samp[14],-0.31,0.0067,0.3,-0.86,-0.28,0.1,1971.0,0.0056,1.0
p1_samp[15],-0.72,0.0093,0.41,-1.5,-0.67,-0.14,1937.0,0.0055,1.0
p1_samp[16],1.1,0.053,0.4,0.45,1.1,1.8,57.0,0.00016,1.0
p1_samp[17],0.093,0.0061,0.21,-0.28,0.11,0.39,1158.0,0.0033,1.0
p1_samp[18],0.99,0.01,0.59,-0.038,1.0,1.9,3247.0,0.0092,1.0
p1_samp[19],0.18,0.02,0.22,-0.18,0.21,0.46,118.0,0.00034,1.0
p1_samp[20],-0.28,0.0083,0.32,-0.84,-0.26,0.19,1479.0,0.0042,1.0
p1_samp[21],-0.092,0.011,0.58,-1.2,-0.005,0.7,2643.0,0.0075,1.0
p1_samp[22],0.35,0.0081,0.36,-0.25,0.37,0.9,1956.0,0.0055,1.0
p1_samp[23],-1.7,0.011,0.63,-2.8,-1.7,-0.76,3451.0,0.0098,1.0
p1_samp[24],-0.81,0.0092,0.5,-1.7,-0.75,-0.11,2924.0,0.0083,1.0
p1_samp[25],0.4,0.0075,0.41,-0.3,0.4,1.1,2919.0,0.0083,1.0
p1_samp[26],0.59,0.0069,0.33,0.04,0.6,1.1,2205.0,0.0062,1.0
p1_samp[27],0.49,0.013,0.49,-0.43,0.55,1.1,1383.0,0.0039,1.0
p1_samp[28],-0.35,0.015,0.8,-1.8,-0.3,0.86,3021.0,0.0086,1.0
p1_samp[29],-1.3,0.01,0.61,-2.4,-1.2,-0.43,3342.0,0.0095,1.0
p1_samp[30],0.25,0.0052,0.13,0.019,0.25,0.46,662.0,0.0019,1.0
p1_samp[31],0.25,0.0052,0.19,-0.053,0.25,0.55,1293.0,0.0037,1.0
p1_samp[32],0.48,0.0053,0.22,0.18,0.48,0.83,1640.0,0.0046,1.0
p1_samp[33],0.67,0.0071,0.32,0.22,0.64,1.3,1964.0,0.0056,1.0
p1_samp[34],-0.4,0.0083,0.36,-1.1,-0.35,0.085,1923.0,0.0054,1.0
p1_samp[35],0.22,0.0046,0.15,-0.013,0.22,0.47,1002.0,0.0028,1.0
p1_samp[36],0.31,0.011,0.39,-0.31,0.33,0.86,1252.0,0.0035,1.0
p1_samp[37],-1.3,0.011,0.61,-2.3,-1.2,-0.42,3056.0,0.0087,1.0
p1_samp[38],1.4,0.0078,0.36,0.83,1.3,2.0,2110.0,0.006,1.0
