rGT_B-cue,08/31/17,7:55:01,9,0, 1,0,"",1.00,1.00,0.00,0.00,0.00,1.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,1.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
rGT_B-cue,08/31/17,7:55:01,9,0, 1,0,"",1.00,2.00,1.00,1.00,0.00,2.00,3.36,1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
rGT_B-cue,08/31/17,7:55:01,9,0, 1,0,"",1.00,3.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00
rGT_B-cue,08/31/17,7:55:01,9,0, 1,0,"",1.00,3.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
rGT_B-cue,08/31/17,7:55:01,9,0, 1,0,"",1.00,3.00,1.00,1.00,0.00,2.00,3.22,1.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
rGT_B-cue,08/31/17,7:55:01,9,0, 1,0,"",1.00,4.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
rGT_B-cue,08/31/17,7:55:01,9,0, 1,0,"",1.00,4.00,1.00,2.00,0.00,5.00,2.02,1.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
rGT_B-cue,08/31/17,7:55:01,9,0, 1,0,"",1.00,5.00,1.00,1.00,0.00,2.00,1.42,2.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
rGT_B-cue,08/31/17,7:55:01,9,0, 1,0,"",1.00,6.00,0.00,0.00,0.00,4.00,2.07,0.00,0.00,0.00,0.00,1.00,1.00,5.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
rGT_B-cue,08/31/17,7:55:01,9,0, 1,0,"",1.00,7.00,1.00,2.00,0.00,5.00,1.68,1.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
